"GENOTYPES","NAME","DFSI","DFFL","DFBO","SPAD1","SPAD2","RWC","MSI","LAI","SLW","BW","NBP","PH","SCYP","GOT","FL","UI","MIC","TENACITY"
380,"Gen_380",64,132,108,40.5,23.6,61.61175,67.310294,1.2,11.967569,1.464299,60,127,93.14,60.13,16.57,75,3.14,18.42
381,"Gen_381",66,122,157,47.8,22.9,42.357658,73.593687,2.47,9.350208,1.399256,44,139,86.56,79.44,18.77,75,3.04,21.79
382,"Gen_382",62,101,109,27.2,22.9,96.25537,65.743442,1.04,9.169893,1.365642,38,138,90.99,54.41,17.7,62,5.67,19.3
383,"Gen_383",68,127,102,47.6,23.0,69.968415,40.617316,2.79,11.433961,1.14357,48,128,88.53,87.1,16.42,73,4.15,16.96
384,"Gen_384",69,124,118,31.5,26.1,90.68814,40.358246,3.88,6.947179,1.033393,60,146,52.45,85.28,18.98,69,4.48,17.45
385,"Gen_385",70,138,135,30.2,24.0,74.090657,44.140047,2.36,5.716553,1.641963,47,150,53.14,76.46,15.23,76,3.75,17.32
386,"Gen_386",60,139,147,34.7,24.6,53.37393,83.848955,1.75,8.583497,1.480492,40,122,82.1,52.55,15.17,73,5.69,20.53
387,"Gen_387",64,102,101,41.3,24.7,89.956489,72.651482,1.14,13.239157,1.135515,49,128,80.69,78.36,19.4,70,3.84,21.62
388,"Gen_388",69,146,136,29.9,23.5,83.972441,73.269091,4.73,7.140434,1.333445,60,122,82.41,85.66,18.25,67,4.73,18.97
389,"Gen_389",60,143,104,35.2,29.0,68.443365,84.194181,2.13,13.551175,1.072371,59,138,94.23,60.76,16.15,64,3.84,20.61
390,"Gen_390",62,132,174,48.0,28.3,80.22946,91.587978,4.62,9.739003,1.158083,36,126,65.13,74.61,20.63,73,5.97,18.48
391,"Gen_391",62,108,175,35.5,20.5,90.563331,94.770387,4.2,8.95526,1.589433,42,133,86.69,97.28,15.83,80,5.54,21.05
392,"Gen_392",70,116,117,48.1,29.2,49.284954,79.022107,4.11,6.40559,1.927348,35,124,87.3,90.93,17.47,70,5.01,19.3
393,"Gen_393",64,134,136,41.4,24.0,52.099535,40.828718,1.71,9.208757,1.33615,47,121,54.51,54.58,17.59,73,3.03,16.06
394,"Gen_394",68,101,166,29.5,23.9,65.298187,80.544963,1.83,13.285652,1.615916,50,133,90.97,75.15,21.5,75,4.59,20.06
395,"Gen_395",70,106,119,29.5,29.0,78.027746,43.310724,1.83,14.267372,1.176302,46,121,57.3,67.53,18.49,75,3.13,21.21
396,"Gen_396",70,132,104,26.6,20.0,70.568037,62.44676,3.7,12.902408,1.741839,34,150,64.31,83.76,16.2,79,4.58,17.75
397,"Gen_397",69,100,132,38.9,27.2,90.421885,92.462949,1.08,13.143772,1.608428,38,137,54.44,77.32,19.75,62,5.51,17.99
398,"Gen_398",65,110,145,20.9,23.2,43.059257,96.852633,3.11,14.05118,1.367842,33,135,61.74,54.27,19.68,77,3.02,16.85
399,"Gen_399",69,109,131,47.5,24.0,68.578963,58.477415,1.77,13.394437,1.170481,47,137,61.83,68.51,20.92,61,5.43,17.06
400,"Gen_400",61,130,110,40.0,27.7,45.132413,87.737487,2.28,8.595089,1.608148,36,120,81.37,94.26,20.52,76,5.55,16.9
401,"Gen_401",66,135,154,48.7,25.4,54.536748,66.345461,4.4,9.41417,1.727533,30,126,51.53,69.23,15.56,80,5.51,18.87
402,"Gen_402",66,134,139,23.1,20.1,65.698934,72.232075,2.62,14.373782,1.907627,55,137,91.72,59.83,17.04,60,5.91,15.87
403,"Gen_403",64,104,140,45.5,20.7,59.317557,78.645742,4.44,12.974611,1.024474,49,148,92.57,68.94,15.48,79,3.29,20.45
404,"Gen_404",66,129,156,24.2,21.2,50.920025,92.82351,3.67,9.33205,1.473493,36,148,90.2,82.94,20.77,68,4.87,15.08
405,"Gen_405",68,120,174,30.8,28.4,52.48829,81.931032,4.46,13.161592,1.410206,39,125,79.77,72.4,20.25,65,4.44,15.46
406,"Gen_406",63,147,147,46.0,24.4,98.352598,78.221967,2.0,9.306931,1.577146,35,141,94.89,90.53,20.56,61,5.62,16.0
407,"Gen_407",60,102,147,36.0,26.8,65.711303,50.733061,1.7,8.643836,1.965237,59,141,81.03,92.58,21.86,62,5.78,16.96
408,"Gen_408",61,109,120,43.3,26.7,60.049404,90.456429,2.4,8.618729,1.788327,36,146,83.39,97.49,21.3,75,5.83,16.3
409,"Gen_409",64,141,101,31.6,23.3,92.257559,86.626109,2.78,9.224359,1.434927,31,144,98.21,51.4,21.5,73,4.4,15.01
410,"Gen_410",68,112,113,38.5,27.5,55.765574,73.900636,4.3,12.499853,1.61906,59,132,66.69,88.61,18.61,68,5.86,15.44
411,"Gen_411",63,116,176,42.8,26.6,56.647848,93.094889,2.39,10.075868,1.339967,58,130,96.69,58.78,18.63,72,5.8,15.86
412,"Gen_412",62,147,117,47.5,27.9,47.329424,50.465338,3.21,9.65728,1.691841,40,130,78.68,72.15,19.08,74,4.02,16.8
413,"Gen_413",70,115,120,36.4,20.4,70.131329,69.148846,4.94,14.278719,1.850795,40,130,97.11,51.27,16.77,61,3.74,15.65
414,"Gen_414",70,128,147,40.5,25.9,72.499624,94.008763,3.05,13.660403,1.450077,37,136,89.74,93.48,20.44,64,4.46,21.67
415,"Gen_415",66,108,149,37.8,25.5,62.652742,98.198379,1.66,8.594591,1.032639,36,121,79.23,98.82,19.17,65,4.12,20.21
416,"Gen_416",64,118,115,49.8,25.1,76.051768,56.283814,4.89,11.052246,1.564628,41,134,76.49,78.93,17.14,71,3.01,19.54
417,"Gen_417",61,129,128,34.2,28.0,77.689127,66.303899,1.84,13.539362,1.615521,37,137,54.66,89.21,17.03,62,4.56,19.76
418,"Gen_418",63,113,102,23.1,24.1,85.07978,94.151739,4.01,8.588089,1.543701,51,140,96.96,89.84,18.51,67,3.64,15.37
419,"Gen_419",65,121,123,35.0,26.1,57.211814,97.800961,3.44,13.500518,1.157,53,135,79.71,74.75,16.16,70,3.22,15.19
420,"Gen_420",70,109,102,31.2,24.1,90.451104,62.580262,3.54,13.537314,1.408855,33,136,82.72,96.17,15.17,70,4.04,20.06
421,"Gen_421",68,117,142,38.4,28.4,48.584935,60.002224,4.55,13.821345,1.39796,39,127,93.11,52.76,18.35,61,3.33,17.93
422,"Gen_422",66,129,168,36.7,28.5,56.406642,70.115228,3.23,7.713222,1.557904,48,132,75.73,65.7,17.62,67,5.9,20.04
423,"Gen_423",61,124,180,21.0,28.8,53.146413,82.672404,2.08,7.953552,1.660321,54,135,50.36,82.43,20.92,75,4.53,17.95
424,"Gen_424",67,142,146,38.4,22.4,94.625391,44.052316,4.66,13.279731,1.484953,52,144,62.01,91.06,18.49,76,3.02,15.01
425,"Gen_425",68,143,140,33.3,25.7,85.967891,81.910425,2.07,10.033004,1.930085,50,150,58.76,60.14,16.27,72,4.0,20.3
426,"Gen_426",67,132,143,21.0,25.6,50.370447,58.372921,2.71,10.57461,1.852014,56,141,91.57,88.61,20.81,66,5.93,15.66
427,"Gen_427",68,125,117,49.4,29.4,46.406229,54.664213,2.55,7.115025,1.539668,46,133,81.91,77.56,18.65,76,3.53,21.51
428,"Gen_428",67,109,161,26.6,20.6,41.871835,62.068507,4.51,9.019299,1.799886,39,128,74.29,69.26,15.62,61,5.41,18.27
429,"Gen_429",70,110,109,27.1,24.3,78.174484,48.549443,3.5,14.152654,1.415086,57,139,58.93,58.84,18.28,77,3.92,16.52
430,"Gen_430",68,100,116,23.6,24.6,70.734023,72.72136,1.65,5.862317,1.944738,34,129,92.01,91.21,16.4,64,3.58,21.59
431,"Gen_431",60,124,162,41.1,27.5,43.863222,46.024862,1.28,6.045236,1.14777,45,147,77.38,97.77,16.88,69,4.28,18.92
432,"Gen_432",63,141,170,36.1,20.1,48.985714,74.219008,1.05,11.530862,1.668605,46,132,63.92,64.33,15.14,80,3.16,18.48
433,"Gen_433",63,146,100,44.9,25.0,49.851378,62.83709,4.76,10.931111,1.367935,60,125,86.17,96.45,21.88,78,3.57,18.54
434,"Gen_434",68,111,140,30.8,28.1,44.176415,43.152689,2.8,9.685743,1.226492,30,138,72.54,59.27,18.76,74,3.28,18.19
435,"Gen_435",69,142,138,23.3,28.6,43.717297,96.297766,4.61,12.12398,1.124408,35,126,79.07,75.54,17.07,70,3.14,20.74
436,"Gen_436",70,130,104,34.4,28.5,60.139521,68.384289,3.77,12.316876,1.722865,41,139,97.32,64.78,17.53,62,5.94,20.11
437,"Gen_437",70,134,114,26.2,20.5,60.836877,48.701436,4.93,9.692697,1.55656,40,143,92.67,92.55,19.21,77,5.02,16.6
438,"Gen_438",70,107,159,33.9,23.8,85.293433,56.516385,4.02,5.771472,1.095637,43,138,99.97,61.73,18.07,62,5.42,19.97
439,"Gen_439",60,148,103,42.6,29.9,82.178628,79.622733,2.29,14.916038,1.558167,44,140,61.86,66.06,17.4,60,3.97,16.52
440,"Gen_440",70,108,123,33.5,22.5,88.087163,91.611156,2.52,14.814734,1.896073,38,137,77.64,65.65,15.43,76,5.91,18.68
441,"Gen_441",61,101,100,21.4,25.1,59.221322,92.794056,4.81,6.391275,1.614746,31,143,66.54,52.17,15.72,78,3.63,21.63
442,"Gen_442",64,118,152,37.2,28.3,67.090223,54.104949,1.31,8.739615,1.831161,33,134,94.34,63.53,19.64,63,4.63,19.4
443,"Gen_443",69,141,118,36.9,29.3,99.47389,54.384912,4.86,11.978445,1.153127,45,150,80.49,92.54,20.97,64,4.86,16.9
444,"Gen_444",64,101,133,35.3,22.9,67.595195,58.673243,4.41,10.753239,1.657198,36,137,79.07,81.07,19.39,71,4.01,21.51
445,"Gen_445",67,125,128,41.8,23.5,41.110216,73.212054,2.82,6.240202,1.387184,52,148,68.83,84.26,18.17,65,5.73,18.27
446,"Gen_446",62,146,154,34.2,24.2,90.58759,93.655172,3.02,6.282378,1.553638,35,142,99.15,59.04,15.16,61,4.92,21.85
447,"Gen_447",70,139,115,44.5,28.8,42.818634,94.580073,1.31,10.401433,1.7558,54,131,57.69,99.39,18.76,66,3.99,17.75
448,"Gen_448",64,128,113,47.7,28.9,57.144064,46.403624,3.61,9.78768,1.092733,52,123,76.65,71.99,20.16,74,3.72,18.5
449,"Gen_449",70,121,122,42.9,29.5,57.069497,52.543185,2.58,13.724277,1.938325,60,146,67.86,52.05,18.88,70,5.1,21.83
450,"Gen_450",63,135,162,41.4,26.8,63.928935,91.735215,4.4,14.463129,1.172986,58,127,64.46,94.89,16.9,61,3.24,19.43
451,"Gen_451",64,146,129,38.1,24.9,73.710333,69.061059,1.38,11.130802,1.474676,55,141,79.95,87.31,15.92,61,4.76,15.24
452,"Gen_452",63,129,153,24.6,27.4,64.774763,53.913182,2.23,7.534863,1.79871,44,131,81.58,67.97,15.24,68,4.83,18.52
453,"Gen_453",63,145,145,47.4,22.5,53.159211,47.090943,3.39,9.124395,1.609855,48,122,83.2,57.6,18.3,61,3.69,18.95
454,"Gen_454",66,132,114,26.0,24.7,41.698522,61.196765,4.24,6.852445,1.313736,37,129,59.03,74.32,20.82,60,3.64,16.76
455,"Gen_455",65,111,101,26.4,24.2,71.003228,95.257967,2.99,12.824816,1.341257,52,125,56.79,94.41,16.3,64,5.56,16.79
456,"Gen_456",62,124,101,36.0,20.1,72.465477,60.084873,3.93,14.874431,1.239881,56,121,84.76,89.06,21.31,71,4.08,21.02
457,"Gen_457",61,146,132,45.6,23.3,95.307217,51.033619,1.88,6.256592,1.745658,54,131,69.27,77.61,20.11,76,3.76,19.17
458,"Gen_458",64,104,103,34.3,26.7,95.217228,79.001768,4.34,11.145725,1.229945,60,134,93.87,92.24,19.38,63,4.59,20.69
459,"Gen_459",66,146,157,46.9,28.0,99.928632,75.266549,1.88,5.159896,1.02653,49,146,97.34,62.26,18.34,62,3.55,21.33
460,"Gen_460",65,148,109,21.6,29.7,90.433809,57.128143,3.82,9.715104,1.245821,47,139,92.28,88.2,21.81,61,5.06,21.39
461,"Gen_461",66,142,152,24.1,20.6,79.615452,45.089131,2.12,11.636465,1.699983,59,123,76.45,97.32,16.65,75,5.73,20.98
462,"Gen_462",64,140,142,30.2,25.5,45.783159,61.680174,1.36,11.463538,1.193089,41,126,92.52,99.61,16.95,68,4.35,19.95
463,"Gen_463",64,143,105,43.6,28.4,56.420647,68.796447,4.68,10.461112,1.62979,37,136,90.21,56.1,18.41,74,4.09,16.65
464,"Gen_464",70,126,172,33.1,20.5,42.885244,52.557557,3.43,6.2601,1.60695,40,128,71.46,79.92,15.97,79,5.14,20.06
465,"Gen_465",68,128,109,29.5,29.1,51.197249,97.768151,1.86,11.871427,1.650009,31,134,51.23,87.77,18.81,67,3.67,20.73
466,"Gen_466",67,121,145,42.6,28.0,92.918519,74.561307,3.82,10.273091,1.4618,35,145,75.98,57.65,20.37,70,5.7,19.71
467,"Gen_467",68,133,167,26.2,22.7,74.889314,46.427548,4.04,7.001609,1.812685,36,145,83.95,94.26,20.76,62,5.6,17.0
468,"Gen_468",68,150,157,33.5,23.6,69.064621,52.645445,4.96,6.300982,1.528651,43,122,92.05,86.61,15.8,69,5.14,17.37
469,"Gen_469",62,110,125,42.9,27.3,85.160422,51.183311,2.72,5.767171,1.381967,54,134,64.74,52.04,20.0,80,5.6,15.58
470,"Gen_470",69,140,143,37.0,23.5,85.915086,77.851085,4.79,13.791768,1.271128,32,131,80.31,79.4,18.03,69,3.28,21.84
471,"Gen_471",65,129,119,39.5,27.5,80.393611,71.624073,3.04,10.078525,1.620492,39,132,89.71,77.04,16.45,66,3.71,15.06
472,"Gen_472",65,141,151,30.9,25.7,68.435984,89.517427,2.72,11.680704,1.221929,44,125,61.12,67.54,18.04,75,3.16,15.94
473,"Gen_473",61,118,175,31.2,23.9,72.230659,68.58104,2.13,6.04423,1.960762,49,142,51.21,61.64,16.31,79,4.12,16.15
474,"Gen_474",68,141,113,36.4,20.6,62.548163,82.415437,1.41,12.569946,1.389935,42,120,86.26,51.07,20.21,70,5.6,18.6
475,"Gen_475",60,149,146,23.6,22.5,91.108392,63.85154,2.62,5.583597,1.341393,30,142,84.75,64.73,16.39,75,5.92,18.77
476,"Gen_476",67,129,178,21.5,22.6,90.83599,67.017295,1.03,8.809682,1.369684,44,129,96.48,83.65,17.81,77,5.32,21.69
477,"Gen_477",68,115,156,30.5,23.1,76.030693,70.721276,3.07,5.470375,1.250321,58,133,72.09,91.25,15.28,71,3.02,19.35
478,"Gen_478",62,142,150,40.3,23.4,43.85041,63.544267,1.54,8.597032,1.147947,59,142,55.18,76.84,18.89,80,4.64,20.8
479,"Gen_479",70,146,179,40.8,28.6,40.101815,48.440966,2.17,9.652929,1.23749,34,127,60.84,78.15,20.15,65,5.13,20.74
480,"Gen_480",65,108,137,20.9,24.8,78.34484,87.409088,4.72,5.278062,1.235368,42,133,99.9,50.1,21.98,71,3.86,18.19
481,"Gen_481",65,128,169,46.1,24.2,41.015866,51.215981,2.15,13.554489,1.374869,42,128,79.26,52.03,18.31,67,3.36,20.61
482,"Gen_482",70,142,100,26.4,28.3,85.85663,97.345448,4.96,13.570975,1.188562,35,148,50.47,71.18,15.75,71,5.92,15.82
483,"Gen_483",62,108,147,48.9,27.4,93.502401,61.992288,1.22,12.481184,1.361839,59,139,98.91,83.39,21.98,74,4.73,16.62
484,"Gen_484",65,139,129,30.7,22.9,74.051994,70.964528,2.07,7.053539,1.986202,60,131,66.84,52.64,18.9,64,4.44,15.66
485,"Gen_485",68,136,111,43.5,28.2,82.704413,51.336182,1.54,11.267249,1.475947,53,142,56.37,61.46,20.01,65,3.29,20.68
486,"Gen_486",68,132,161,35.5,27.5,47.121337,94.799734,2.22,14.175933,1.211386,59,129,74.53,88.05,20.97,65,4.12,15.05
487,"Gen_487",62,123,155,31.4,22.2,42.724284,92.647488,4.52,13.289353,1.54122,46,120,99.7,97.25,21.03,62,3.39,18.59
488,"Gen_488",61,101,130,36.7,24.0,67.268397,49.217222,4.49,5.387062,1.01067,43,125,89.44,59.13,18.58,63,4.97,21.54
489,"Gen_489",67,146,119,39.7,25.0,93.546687,55.530441,1.61,5.458475,1.742325,53,146,51.08,68.59,16.74,67,5.93,21.55
490,"Gen_490",69,147,178,46.3,25.2,81.119702,52.3505,1.77,8.572522,1.323885,54,146,90.44,83.45,16.66,78,3.54,21.04
491,"Gen_491",69,111,167,40.9,22.7,72.393073,84.105705,3.05,6.589298,1.89598,54,136,99.45,56.57,15.93,79,4.01,20.78
492,"Gen_492",60,137,107,20.0,21.6,52.78833,68.605697,1.2,11.928737,1.64651,55,125,59.37,67.38,15.83,63,4.4,18.51
493,"Gen_493",61,115,110,33.0,21.8,40.834178,66.29155,2.93,7.290697,1.416623,43,149,69.1,96.93,15.67,77,5.2,21.92
494,"Gen_494",61,118,162,38.6,23.0,93.88295,41.804459,4.49,6.826355,1.125035,31,135,66.55,83.59,16.5,63,3.67,20.97
495,"Gen_495",61,117,149,33.0,20.4,95.960072,70.795889,4.0,10.665228,1.426746,54,131,83.0,51.6,21.33,80,3.23,21.23
496,"Gen_496",65,138,150,28.9,23.5,65.776774,51.981593,3.82,9.605352,1.236587,42,145,88.36,95.97,21.65,66,5.78,15.33
497,"Gen_497",66,114,155,36.9,25.4,66.078598,52.55249,3.81,13.59889,1.816614,41,127,74.34,89.74,16.81,70,5.52,20.86
498,"Gen_498",65,109,174,48.3,29.9,71.652138,94.898233,1.15,9.166246,1.560724,39,131,56.59,55.84,15.69,71,3.41,20.34
499,"Gen_499",66,132,150,46.5,26.0,84.546423,87.458319,3.51,14.245893,1.434431,48,137,71.64,78.11,21.35,61,5.26,19.49
500,"Gen_500",60,146,134,28.4,29.8,91.29401,53.013799,3.07,5.369202,1.184533,44,143,77.51,73.6,15.68,64,5.44,15.27
501,"Gen_501",62,113,177,29.2,24.7,45.801822,47.606521,4.57,6.460085,1.235084,54,137,60.5,83.52,18.53,72,4.76,16.58
502,"Gen_502",70,101,135,34.0,26.9,56.088993,41.238911,1.15,11.817553,1.045977,52,122,89.29,69.92,16.77,74,5.95,19.87
503,"Gen_503",61,149,114,36.0,21.5,57.623736,45.222774,1.81,7.793396,1.72708,53,130,97.69,77.06,19.08,80,5.47,19.73
504,"Gen_504",67,123,161,40.2,21.2,78.027335,61.184647,4.73,9.04986,1.598472,41,124,50.6,86.23,21.0,75,3.75,19.25
505,"Gen_505",62,107,132,48.1,24.0,83.939057,85.099359,3.23,5.76311,1.627561,57,137,83.78,80.33,16.11,75,5.2,20.95
506,"Gen_506",64,147,152,25.1,26.8,73.694422,72.099627,1.27,12.609331,1.480014,49,149,98.19,55.0,20.36,74,5.27,19.08
507,"Gen_507",64,119,132,29.2,28.6,71.162272,82.468096,1.61,12.415491,1.169248,53,121,78.66,89.8,17.88,64,4.24,20.02
508,"Gen_508",66,127,163,25.9,26.6,90.084295,59.612369,3.55,10.092647,1.757349,56,129,73.51,56.65,18.03,64,5.75,17.18
509,"Gen_509",67,148,170,31.1,26.1,40.174519,72.669354,4.7,14.381937,1.523142,49,130,82.7,66.82,19.4,63,3.09,20.84
510,"Gen_510",63,144,102,21.5,27.8,89.078519,68.709369,4.91,11.609445,1.153557,51,131,72.96,81.21,21.03,77,5.54,15.83
511,"Gen_511",68,124,136,45.3,21.2,75.614279,62.215357,4.57,12.241757,1.80676,43,124,83.61,67.47,21.64,77,4.22,17.07
512,"Gen_512",60,112,116,20.2,24.1,64.74202,70.618597,3.43,12.421405,1.927754,53,140,69.63,69.5,17.84,68,4.08,21.39
513,"Gen_513",67,125,179,20.6,22.1,47.169223,56.537817,2.68,9.457332,1.937373,36,147,52.54,82.96,16.87,60,3.66,19.2
514,"Gen_514",67,119,144,32.3,29.1,96.771369,72.760603,4.99,11.073488,1.49056,38,137,77.31,73.58,16.44,77,4.57,15.48
515,"Gen_515",68,146,115,27.8,29.1,96.193494,92.934883,1.67,8.442338,1.697107,50,120,57.67,62.86,15.41,77,4.89,20.65
516,"Gen_516",61,136,104,29.9,24.9,95.750215,86.75015,3.57,11.50799,1.927884,44,120,84.67,82.8,17.71,73,4.87,21.15
517,"Gen_517",63,120,164,33.7,29.5,51.902284,53.445408,3.64,5.703977,1.832355,55,121,72.26,95.1,18.54,75,5.49,20.41
518,"Gen_518",65,109,115,46.7,28.7,95.169443,98.235681,4.63,12.451714,1.605544,45,133,57.38,85.19,16.85,69,5.93,21.2
519,"Gen_519",62,124,125,32.3,20.4,80.857818,43.900012,4.64,7.731992,1.280359,54,144,70.99,69.46,17.02,64,5.29,18.71
520,"Gen_520",63,105,135,30.0,23.2,74.681134,59.069482,1.68,11.334987,1.63266,40,148,80.71,91.9,20.87,71,5.54,18.98
521,"Gen_521",70,117,158,32.7,21.5,91.065941,60.514643,4.57,8.000293,1.263253,34,137,81.66,55.3,19.58,75,4.38,20.83
522,"Gen_522",61,137,179,44.0,25.9,64.58816,77.928681,2.17,8.307809,1.204942,52,150,90.0,55.91,16.36,60,5.92,16.65
523,"Gen_523",63,125,128,20.2,20.1,58.895271,63.468098,3.61,5.045008,1.810133,51,136,75.41,83.86,19.63,69,5.32,18.63
524,"Gen_524",69,108,126,37.8,20.9,73.241229,53.775172,1.72,7.525165,1.253182,37,120,82.58,54.13,17.47,67,4.46,17.77
525,"Gen_525",70,110,140,47.1,29.9,46.952125,64.10303,4.53,12.735163,1.053796,60,121,56.93,89.4,19.24,69,3.76,16.51
526,"Gen_526",65,148,163,35.9,22.8,69.805601,91.337017,4.43,12.25569,1.947749,55,127,87.89,78.54,18.22,63,5.72,20.64
527,"Gen_527",61,131,107,48.2,24.6,87.939019,60.826911,3.31,10.395067,1.279399,34,120,90.15,88.9,16.73,70,4.0,16.63
528,"Gen_528",67,121,146,27.6,22.1,77.844211,96.79543,1.64,14.112006,1.673549,53,146,55.6,58.76,15.23,73,3.96,15.55
529,"Gen_529",60,118,139,27.0,23.2,89.159872,64.00553,2.64,14.1791,1.787737,54,150,61.44,93.37,17.3,67,3.28,18.48
530,"Gen_530",63,116,154,34.2,28.4,40.449929,80.318339,1.14,12.018644,1.611258,59,133,50.85,88.54,20.26,76,5.73,20.89
531,"Gen_531",66,110,141,39.4,22.0,86.810562,84.034101,3.14,7.912707,1.631364,43,140,93.46,53.58,16.33,65,3.65,19.38
532,"Gen_532",67,144,139,24.1,24.1,67.317232,61.269797,4.34,6.645545,1.197935,31,122,79.96,86.52,18.21,67,3.88,17.78
533,"Gen_533",61,132,170,22.7,25.3,77.097141,41.203691,3.96,6.978762,1.21386,32,144,80.32,73.88,18.03,64,4.22,18.19
534,"Gen_534",68,130,166,37.2,23.4,82.654137,65.526705,4.86,12.509358,1.541304,41,144,69.67,88.53,19.19,65,3.45,19.18
535,"Gen_535",63,149,132,21.5,24.4,85.368198,82.521647,3.7,5.204547,1.196388,60,148,83.41,80.65,21.31,68,5.95,15.91
536,"Gen_536",62,120,121,26.7,25.7,49.694428,75.589158,4.95,11.908406,1.306598,36,140,61.92,97.95,18.93,76,3.79,15.31
537,"Gen_537",62,131,176,30.7,24.0,76.371564,51.738299,3.35,8.693411,1.357364,43,122,53.92,89.97,17.43,66,3.27,20.59
538,"Gen_538",67,136,169,27.2,28.0,62.656913,66.704393,1.85,8.598299,1.473691,40,137,78.3,74.19,20.81,63,4.03,21.92
539,"Gen_539",69,130,132,47.1,20.3,50.757822,79.768279,1.98,8.914693,1.800812,40,125,50.02,94.13,16.52,64,4.38,20.22
540,"Gen_540",64,136,178,33.4,29.3,84.588755,51.416011,2.67,8.015676,1.533374,42,122,52.88,65.0,15.56,72,3.49,20.29
541,"Gen_541",69,120,122,27.8,20.3,82.974582,71.571668,4.73,5.561294,1.456253,48,120,70.55,65.14,21.52,71,5.77,17.43
542,"Gen_542",64,110,105,30.4,25.8,92.353171,71.527903,2.61,8.700833,1.384401,43,142,72.5,81.51,21.65,72,4.54,17.47
543,"Gen_543",64,142,147,35.0,27.6,53.060513,67.232715,1.66,7.563728,1.950601,49,129,82.88,92.08,17.07,68,3.15,16.35
544,"Gen_544",61,145,144,25.1,20.9,93.246162,83.924596,2.43,13.939456,1.879351,33,125,59.31,72.06,18.78,66,4.96,15.94
545,"Gen_545",65,129,161,37.8,28.4,98.028394,67.84104,1.83,10.587252,1.325562,59,132,76.12,63.48,18.38,66,3.81,16.52
546,"Gen_546",67,146,106,43.9,20.8,48.390106,92.513265,3.82,9.222764,1.306783,36,129,96.81,52.86,17.3,61,4.99,15.0
547,"Gen_547",62,144,142,30.6,27.1,99.444266,95.900892,1.94,11.766858,1.154497,34,126,72.78,78.03,17.39,76,4.41,21.81
548,"Gen_548",70,122,142,22.6,20.7,84.855398,49.903546,1.1,12.255341,1.079204,49,133,68.49,56.28,18.96,67,4.14,18.95
549,"Gen_549",66,148,109,31.1,28.0,66.727971,65.451597,3.89,9.8005,1.982377,47,129,55.65,62.19,16.88,64,5.66,19.39
550,"Gen_550",60,122,134,25.6,26.6,79.494605,71.584075,4.05,9.43491,1.187823,39,122,56.01,52.41,19.06,66,4.92,19.8
551,"Gen_551",61,145,176,34.2,23.2,51.063367,82.697384,3.38,12.971255,1.685427,42,127,96.3,73.34,17.19,76,5.86,17.62
552,"Gen_552",62,111,177,30.2,27.1,85.969292,85.554032,2.46,10.298145,1.835111,38,147,69.3,84.54,21.7,63,4.73,16.78
553,"Gen_553",69,121,133,47.9,23.2,92.858239,67.582625,4.76,5.255275,1.219282,49,134,86.54,83.05,15.08,67,3.94,18.81
554,"Gen_554",69,142,144,24.0,20.7,50.999545,91.116713,2.15,11.532462,1.631329,34,132,85.37,91.59,20.0,76,3.49,16.47
555,"Gen_555",65,133,113,34.8,24.0,74.232664,61.671207,4.21,6.953942,1.231725,59,142,93.65,76.71,20.32,73,3.04,16.79
556,"Gen_556",63,120,131,47.5,24.3,74.508771,98.55568,3.16,14.843502,1.446553,51,148,87.37,65.69,18.01,77,3.87,17.02
557,"Gen_557",60,123,169,35.6,23.2,67.46925,69.229534,1.47,7.014638,1.778961,44,125,72.24,60.92,20.99,74,4.71,17.58
558,"Gen_558",68,102,106,27.9,25.2,55.724894,49.534683,2.52,8.544712,1.648398,30,150,77.91,93.59,21.93,67,4.19,16.65
559,"Gen_559",66,132,127,30.4,24.0,96.375759,85.842486,2.45,7.944901,1.65517,52,145,64.37,53.47,20.41,61,3.1,17.57
560,"Gen_560",64,105,170,34.9,21.5,89.604534,58.288004,3.17,8.442201,1.08109,60,128,80.53,84.82,18.58,66,3.97,21.89
561,"Gen_561",61,126,122,38.7,28.2,61.626446,89.850176,1.05,11.721209,1.033577,31,122,85.35,74.67,21.55,65,3.75,19.04
562,"Gen_562",68,122,163,34.4,21.0,47.743113,61.319787,3.98,8.140118,1.141498,56,133,77.27,66.68,17.84,64,3.29,15.12
563,"Gen_563",65,132,152,27.4,25.2,75.598169,59.483162,4.36,5.275045,1.003799,52,145,78.87,71.73,16.97,60,3.52,19.24
564,"Gen_564",64,130,112,38.5,23.2,42.657809,42.926346,1.69,14.189376,1.497203,38,120,61.62,80.77,21.81,80,5.01,16.23
565,"Gen_565",62,128,143,20.8,28.4,46.083912,97.364624,4.16,9.693224,1.343285,52,127,89.03,90.04,16.49,65,4.58,17.66
566,"Gen_566",66,100,146,21.4,28.3,75.811702,45.435909,3.43,8.232178,1.074262,34,143,72.75,95.67,15.39,62,4.61,15.96
567,"Gen_567",62,139,102,38.8,28.7,40.214335,52.842694,4.51,5.493092,1.822364,35,138,56.53,69.94,19.76,75,4.17,21.46
568,"Gen_568",63,131,102,43.8,28.9,75.250034,52.262032,4.27,9.101612,1.147202,45,136,67.89,93.83,15.63,76,4.81,18.08
569,"Gen_569",67,142,136,24.1,25.9,78.580179,79.684345,4.2,10.924169,1.545916,42,141,92.79,67.31,21.25,79,5.7,21.44
